,Path,Title,Modules,Certificate,Level,Hours,Enrolled,Salary,Review,Ratings
1101,Free course,Differential Calculus,,,Beginner Friendly,1,"12,464 learners enrolled",,4.3,71 ratings
1102,Course,Technical Interview Practice with Python,,With Certificate,Intermediate,6,"27,036 learners enrolled",,,
1103,Free course,Build a Machine Learning Pipeline,,,Intermediate,1,"2,811 learners enrolled",,,
1104,Free course,Learn Advanced Python 3: Database Operations,,,Advanced,1,"1,481 learners enrolled",,,
1105,Free course,Analyze NFL Stats with Python Case Study,,,Beginner Friendly,1,"5,469 learners enrolled",,4.3,91 ratings
1106,Course,Language Models in Python: Basic Chatbots,,,Intermediate,6,,,,
1107,Free course,Learn Advanced Python 3: Concurrency,,,Advanced,1,"1,323 learners enrolled",,,
1108,Free course,Learn Flask: Databases,,,Intermediate,3,,,,
1109,Free course,Learn Raspberry Pi: Command Line,,,Beginner Friendly,1,"1,175 learners enrolled",,,
1110,Course,Learn Recursion with Python,,With Certificate,Intermediate,3,"11,958 learners enrolled",,,
1111,Course,Learn Advanced Algorithms and Data Structures with Python,,With Certificate,Advanced,6,"2,862 learners enrolled",,,
1112,Course,Deep Learning with TensorFlow: Image Classification,,,Intermediate,2,"1,091 learners enrolled",,,
1113,Free course,Learn Advanced Python 3: Logging,,,Advanced,1,"1,117 learners enrolled",,,
1114,Free course,Learn Intermediate Python 3: Sets and Specialized Collections,,,Intermediate,5,"1,071 learners enrolled",,,
1115,Course,Hypothesis Testing with Python,,With Certificate,Intermediate,6,"2,031 learners enrolled",,,
1116,Free course,Discrete Math: Proofs,,,Beginner Friendly,1,,,,
1117,Free course,Discrete Math: Binary and Bases,,,Beginner Friendly,1,,,,
1118,Free course,Learn Raspberry Pi: Electronics,,,Beginner Friendly,1,"1,146 learners enrolled",,4.5,60 ratings
1119,Course,Language Models in Python: Generative Chatbots,,,Intermediate,1,"1,074 learners enrolled",,,
1120,Free course,Analyze Traffic Safety Data with Python Case Study,,,Beginner Friendly,1,"1,828 learners enrolled",,4.4,59 ratings
1121,Free course,Learn Flask: Accounts and Authentication,,,Intermediate,2,,,,
1122,Free course,Learn Intermediate Python 3: Resource Management,,,Intermediate,2,,,,
1123,Free course,Learn Raspberry Pi: Introduction,,,Beginner Friendly,1,"1,305 learners enrolled",,,
1124,Course,Language Parsing,,With Certificate,Intermediate,2,"1,182 learners enrolled",,,
1125,Free course,Learn Advanced Data Structures with Python: Trees,,,Advanced,1,"1,100 learners enrolled",,,
1126,Free course,Discrete Math: Counting Theory,,,Beginner Friendly,1,,,,
1127,Course,Linear Data Structures,,With Certificate,Intermediate,4,"9,234 learners enrolled",,,
1128,Course,Language Models in Python: Generative Text,,With Certificate,Intermediate,1,"3,607 learners enrolled",,,
1129,Free course,Discrete Math: Sequences and Summations,,,Beginner Friendly,1,,,,
1130,Free course,Discrete Math: Recurrence Relations,,,Beginner Friendly,1,,,,
1131,Free course,Discrete Math: Sets and Set Operations,,,Beginner Friendly,1,,,,
1132,Free course,Discrete Math: Permutations and Combinations,,,Beginner Friendly,1,,,,
1133,Course,Learn Complex Data Structures,,With Certificate,Intermediate,7,"9,615 learners enrolled",,,
1134,Free course,Learn Advanced Algorithms with Python: Hamiltonian Algorithms,,,Advanced,1,,,,
1135,Course,Text Preprocessing,,With Certificate,Intermediate,2,"1,907 learners enrolled",,,
1136,Free course,Learn Advanced Data Structures with Python: Deques,,,Advanced,1,,,,
1137,Course,How to Implement Search Algorithms with Python,,With Certificate,Intermediate,2,"4,564 learners enrolled",,,
1138,Free course,Learn How to Use AI for Data Analysis,,,Intermediate,1,"2,809 learners enrolled",,,
1139,Free course,Learn Advanced Algorithms with Python: String Searching Algorithms,,,Advanced,3,,,,
1140,Free course,Discrete Math: Congruences,,,Beginner Friendly,1,,,,
1141,Free course,Learn Recommender Systems,,,Intermediate,1,"1,974 learners enrolled",,4.2,97 ratings
1142,Free course,Ensemble Methods in Machine Learning,,,Intermediate,2,,,,
1143,Course,Learn Sorting Algorithms with Python,,With Certificate,Intermediate,3,"6,577 learners enrolled",,,
1144,Course,Deep Learning with TensorFlow: Classification,,,Intermediate,2,,,,
1145,Course,Intro to Regularization with Python,,,Intermediate,2,,,,
1146,Course,Learn Hardware Programming with CircuitPython,,With Certificate,Beginner Friendly,2,"6,840 learners enrolled",,,
1147,Course,Intro to Hyperparameter Tuning with Python,,,Intermediate,1,,,,
1148,Free course,Learning Django Using Generative AI Help,,,Beginner Friendly,2,,,,
1149,Free course,Creating Django Views & Models,,,Intermediate,2,,,,
1150,Free course,Prompt Engineering to Build a Django App,,,Intermediate,2,,,,
1151,Career path,Data Scientist: Inference Specialist,Includes 24 Courses,With Certificate,Beginner Friendly,80,"7,073 learners enrolled","$125,000",,
1152,Skill path,Analyze Data with R,Includes 7 Courses,With Certificate,Beginner Friendly,21,"16,151 learners enrolled",,,
1153,Free course,Learn R,,,Beginner Friendly,14,"258,964 learners enrolled",,4.5,"1,545 ratings"
1154,Free course,R for Programmers,,,Beginner Friendly,1,"4,311 learners enrolled",,4.1,138 ratings
1155,Free course,Getting Started Off-Platform for Data Science,,,Beginner Friendly,1,"19,488 learners enrolled",,4.3,244 ratings
1156,Free course,Learn Statistics with R,,,Intermediate,4,"7,735 learners enrolled",,4.4,55 ratings
1157,Course,Learn Linear Regression with R,,With Certificate,Intermediate,3,"2,455 learners enrolled",,,
1158,Free course,Learn dplyr,,,Intermediate,8,"2,897 learners enrolled",,,
1159,Course,Learn ggplot2,,With Certificate,Intermediate,4,"3,120 learners enrolled",,3.9,50 ratings
1160,Free course,Learn the Basics of Causal Inference with R,,,Intermediate,5,"1,652 learners enrolled",,,
1161,Free course,Regression Discontinuity Design and Instrumental Variables,,,Advanced,2,,,,
1162,Free course,Difference in Differences for Causal Inference,,,Advanced,1,,,,
1163,Free course,Matching and Weighting Methods for Causal Inference,,,Advanced,2,,,,
1164,Free course,Potential Outcomes Framework for Causal Inference,,,Advanced,1,,,,
1165,Free course,Learn Ruby,,,Beginner Friendly,9,"167,029 learners enrolled",,4.5,"2,448 ratings"
1166,Course,Learn Ruby on Rails,,With Certificate,Intermediate,6,"23,563 learners enrolled",,3.8,95 ratings
1167,Course,Learn Authentication with Ruby on Rails,,With Certificate,Intermediate,3,"3,574 learners enrolled",,,
1168,Career path,Full-Stack Engineer,Includes 51 Courses,With Professional Certification,Beginner Friendly,150,"269,434 learners enrolled","$120,000",,
1169,Career path,Data Scientist: Analytics Specialist,Includes 22 Courses,With Professional Certification,Beginner Friendly,70,"58,805 learners enrolled","$125,000",,
1170,Career path,Business Intelligence Data Analyst,Includes 18 Courses,With Certificate,Beginner Friendly,50,"26,567 learners enrolled","$87,000",,
1171,Career path,Data Scientist: Inference Specialist,Includes 24 Courses,With Certificate,Beginner Friendly,80,"7,073 learners enrolled","$125,000",,
1172,Skill path,Analyze Data with SQL,Includes 9 Courses,With Certificate,Beginner Friendly,17,"112,957 learners enrolled",,,
1173,Skill path,Design Databases With PostgreSQL,Includes 5 Courses,With Certificate,Beginner Friendly,13,"22,060 learners enrolled",,,
1174,Skill path,Data Analyst Interview Preparation,Includes 7 Courses,With Certificate,Intermediate,3,"7,412 learners enrolled",,,
1175,Skill path,Data Scientist Interview Preparation,Includes 8 Courses,With Certificate,Intermediate,3,"5,845 learners enrolled",,,
1176,Free course,Learn SQL,,,Beginner Friendly,5,"922,044 learners enrolled",,4.6,"17,535 ratings"
1177,Free course,Intro to SQL,,,Beginner Friendly,2,"20,110 learners enrolled",,4.7,"1,047 ratings"
1178,Free course,Learn SQL: Multiple Tables,,,Beginner Friendly,1,"7,688 learners enrolled",,4.6,273 ratings
1179,Free course,Learn SQL: Aggregate Functions,,,Beginner Friendly,1,"6,374 learners enrolled",,4.5,255 ratings
1180,Course,How to Transform Tables with SQL,,With Certificate,Intermediate,2,"16,120 learners enrolled",,3.9,355 ratings
1181,Free course,Learn How to Use AI for SQL,,,Beginner Friendly,1,,,,
1182,Course,How to Analyze Business Metrics with SQL,,With Certificate,Intermediate,1,"13,394 learners enrolled",,4,328 ratings
1183,Course,Learn Intermediate SQL for Marketers and Product Managers,,With Certificate,Intermediate,4,"8,890 learners enrolled",,4.4,99 ratings
1184,Free course,Learn Node-SQLite,,,Intermediate,2,"6,536 learners enrolled",,4.4,76 ratings
1185,Free course,Getting Started Off-Platform for Data Science,,,Beginner Friendly,1,"19,488 learners enrolled",,4.3,244 ratings
1186,Career path,iOS Developer,Includes 26 Courses,With Certificate,Beginner Friendly,35,"23,998 learners enrolled","$107,000",,
1187,Skill path,Build iOS Apps with SwiftUI,Includes 7 Courses,With Certificate,Beginner Friendly,13,"13,633 learners enrolled",,,
1188,Skill path,Build an Intermediate iOS App with SwiftUI,Includes 4 Courses,With Certificate,Intermediate,8,"2,442 learners enrolled",,,
1189,Skill path,Build a Social Media iOS App with Firebase and SwiftUI,Includes 4 Courses,With Certificate,Intermediate,1,"1,717 learners enrolled",,,
1190,Skill path,Pass the Technical Interview with Swift,Includes 7 Courses,With Certificate,Advanced,10,,,,
1191,Free course,Learn Swift,,,Beginner Friendly,12,"160,815 learners enrolled",,4.7,827 ratings
1192,Free course,Learn Swift: Introduction,,,Beginner Friendly,1,"6,245 learners enrolled",,4.6,376 ratings
1193,Free course,Learn Intermediate Swift,,,Intermediate,9,"6,073 learners enrolled",,4.3,59 ratings
1194,Free course,Learn Swift: Conditionals and Loops,,,Beginner Friendly,3,"1,484 learners enrolled",,,
1195,Free course,Learn Swift: Closures,,,Intermediate,2,,,,
1196,Free course,Learn Swift: Functions,,,Beginner Friendly,2,,,,
1197,Free course,"Learn Swift: Arrays, Sets, and Dictionaries",,,Beginner Friendly,4,,,,
1198,Free course,Learn Swift: Structs and Classes,,,Beginner Friendly,2,,,,
1199,Free course,Introduction to Non-linear Data Structures in Swift,,,Advanced,4,,,,
1200,Free course,Learn Swift: Protocols and Generics,,,Intermediate,2,,,,
1201,Free course,Learn Swift: Optionals,,,Intermediate,2,,,,
1202,Free course,Learn Swift: Properties and Access Control,,,Intermediate,2,,,,
1203,Free course,Learn Swift: Enumerations,,,Intermediate,2,,,,
1204,Skill path,"Build a Website with HTML, CSS, and GitHub Pages",Includes 9 Courses,With Certificate,Beginner Friendly,14,"138,562 learners enrolled",,,
1205,Free course,Learn HTML,,,Beginner Friendly,7,"2,032,797 learners enrolled",,4.6,"40,581 ratings"
1206,Free course,Learn CSS,,,Beginner Friendly,6,"395,309 learners enrolled",,4.5,"11,864 ratings"
1207,Free course,Learn Intermediate CSS,,,Intermediate,10,"73,025 learners enrolled",,4.4,"1,015 ratings"
1208,Free course,Learn HTML: Fundamentals,,,Beginner Friendly,3,"17,419 learners enrolled",,4.6,"1,300 ratings"
1209,Course,Learn Bootstrap,,With Certificate,Intermediate,3,"44,309 learners enrolled",,4.6,940 ratings
1210,Free course,How to Make a Website with NameCheap,,,Beginner Friendly,4,"153,809 learners enrolled",,4.5,"1,194 ratings"
1211,Free course,Learn CSS: Introduction ,,,Beginner Friendly,2,"14,165 learners enrolled",,4.6,"1,035 ratings"
1212,Free course,Introduction to UI and UX Design,,,Beginner Friendly,2,"107,739 learners enrolled",,4.5,"3,938 ratings"
1213,Free course,Learn CSS: Flexbox and Grid,,,Beginner Friendly,4,"16,239 learners enrolled",,4.6,457 ratings
1214,Free course,Learn CSS: Transitions and Animations,,,Beginner Friendly,1,"7,388 learners enrolled",,4.5,421 ratings
1215,Free course,Learn HTML: Forms,,,Beginner Friendly,2,"8,099 learners enrolled",,4.5,360 ratings
1216,Course,Learn CSS: Responsive Design,,With Certificate,Intermediate,2,"8,198 learners enrolled",,4.6,450 ratings
1217,Free course,Learn CSS: Box Model and Layout,,,Beginner Friendly,2,"8,360 learners enrolled",,4.5,366 ratings
1218,Free course,Learn HTML: Tables,,,Beginner Friendly,1,"7,130 learners enrolled",,4.5,408 ratings
1219,Course,Learn Sass,,With Certificate,Intermediate,3,"22,712 learners enrolled",,4.1,196 ratings
1220,Free course,Learn HTML: Semantic HTML,,,Beginner Friendly,1,"6,380 learners enrolled",,4.6,368 ratings
1221,Free course,Learn CSS: Colors,,,Beginner Friendly,1,"5,129 learners enrolled",,4.6,303 ratings
1222,Free course,Learn CSS: Accessibility,,,Beginner Friendly,1,"2,958 learners enrolled",,4.5,129 ratings
1223,Free course,Learn User Research: Generative,,,Beginner Friendly,1,"3,710 learners enrolled",,4.4,136 ratings
1224,Free course,Learn CSS: Typography and Fonts,,,Beginner Friendly,1,"4,428 learners enrolled",,4.6,205 ratings
1225,Free course,Learn CSS: Variables and Functions,,,Beginner Friendly,2,"3,156 learners enrolled",,4.6,100 ratings
1226,Course,Learn Navigation Design,,With Certificate,Intermediate,2,"10,470 learners enrolled",,4.1,77 ratings
1227,Free course,Learn Sass: Fundamentals,,,Intermediate,1,"1,885 learners enrolled",,4.3,89 ratings
1228,Course,Learn Color Design,,With Certificate,Intermediate,2,"15,480 learners enrolled",,4.5,157 ratings
1229,Free course,Learn CSS: Browser Compatibility,,,Beginner Friendly,1,"2,494 learners enrolled",,4.3,118 ratings
1230,Free course,Learn Visual Design,,,Beginner Friendly,1,"2,731 learners enrolled",,4.4,50 ratings
1231,Free course,Learn Sass: Mixins and Parent Selector,,,Intermediate,1,,,,
1232,Free course,Learn Design Thinking: Ideation,,,Beginner Friendly,1,"3,299 learners enrolled",,4.5,97 ratings
1233,Free course,Learn Sass: Best Practices,,,Intermediate,1,"1,350 learners enrolled",,,
1234,Free course,Learn Sass: Functions and Operations,,,Intermediate,1,,,,
1235,Course,Learn Interaction Design,,With Certificate,Intermediate,2,"2,590 learners enrolled",,4.7,60 ratings
1236,Course,Learn Design Thinking: Iteration,,With Certificate,Intermediate,1,,,,
1237,Course,Learn User Research: Evaluative,,With Certificate,Intermediate,2,,,,
1238,Career path,Full-Stack Engineer,Includes 51 Courses,With Professional Certification,Beginner Friendly,150,"269,434 learners enrolled","$120,000",,
1239,Career path,Front-End Engineer,Includes 34 Courses,With Professional Certification,Beginner Friendly,115,"142,271 learners enrolled","$120,000",,
1240,Career path,Back-End Engineer,Includes 41 Courses,With Professional Certification,Beginner Friendly,105,"52,827 learners enrolled","$120,000",,
1241,Skill path,Create a Back-End App with JavaScript,Includes 8 Courses,With Certificate,Beginner Friendly,30,"40,394 learners enrolled",,,
1242,Skill path,"Build a Website with HTML, CSS, and GitHub Pages",Includes 9 Courses,With Certificate,Beginner Friendly,14,"138,562 learners enrolled",,,
1243,Skill path,Create a Front-End App with React,Includes 9 Courses,With Certificate,Intermediate,37,"49,013 learners enrolled",,,
1244,Skill path,Pass the Technical Interview with JavaScript,Includes 8 Courses,With Certificate,Intermediate,13,"23,176 learners enrolled",,,
1245,Skill path,Build Web Apps with ASP.NET,Includes 7 Courses,With Certificate,Intermediate,34,"20,130 learners enrolled",,,
1246,Skill path,Build Python Web Apps with Flask,Includes 8 Courses,With Certificate,Intermediate,28,"25,268 learners enrolled",,,
1247,Skill path,Pass the Technical Interview with Java,Includes 8 Courses,With Certificate,Intermediate,19,"15,506 learners enrolled",,,
1248,Skill path,Create an Advanced Web App with React and Redux,Includes 6 Courses,With Certificate,Intermediate,22,"11,271 learners enrolled",,,
1249,Skill path,Build Python Web Apps with Django,Includes 9 Courses,With Certificate,Intermediate,13,"22,754 learners enrolled",,,
1250,Skill path,Create REST APIs with Spring and Java,Includes 9 Courses,With Certificate,Beginner Friendly,20,"16,569 learners enrolled",,,
1251,Skill path,Securing Express Applications,Includes 5 Courses,With Certificate,Intermediate,8,"4,557 learners enrolled",,,
1252,Skill path,Learn PHP,Includes 8 Courses,With Certificate,Beginner Friendly,17,"10,503 learners enrolled",,,
1253,Free course,Learn HTML,,,Beginner Friendly,7,"2,032,797 learners enrolled",,4.6,"40,581 ratings"
1254,Free course,Learn JavaScript,,,Beginner Friendly,15,"2,132,265 learners enrolled",,4.5,"27,114 ratings"
1255,Free course,Learn CSS,,,Beginner Friendly,6,"395,309 learners enrolled",,4.5,"11,864 ratings"
1256,Free course,Learn React,,,Intermediate,13,"357,588 learners enrolled",,4.4,"2,539 ratings"
1257,Free course,Learn Lua,,,Beginner Friendly,4,"62,211 learners enrolled",,4.5,"2,431 ratings"
1258,Free course,Learn TypeScript,,,Intermediate,10,"116,458 learners enrolled",,4.6,"1,762 ratings"
1259,Free course,Learn Intermediate JavaScript,,,Intermediate,10,"91,932 learners enrolled",,4.4,"1,964 ratings"
1260,Course,Learn the Command Line,,With Certificate,Beginner Friendly,4,"190,274 learners enrolled",,4.6,"6,104 ratings"
1261,Free course,Learn Ruby,,,Beginner Friendly,9,"167,029 learners enrolled",,4.5,"2,448 ratings"
1262,Free course,Learn PHP: Introduction,,,Beginner Friendly,2,"29,599 learners enrolled",,4.5,"1,459 ratings"
1263,Free course,Learn Intermediate CSS,,,Intermediate,10,"73,025 learners enrolled",,4.4,"1,015 ratings"
1264,Course,Learn Git & GitHub,,With Certificate,Beginner Friendly,4,"126,342 learners enrolled",,4.5,"1,653 ratings"
1265,Course,Building Interactive JavaScript Websites,,With Certificate,Intermediate,6,"66,523 learners enrolled",,4.5,718 ratings
1266,Free course,Learn React: Introduction,,,Beginner Friendly,6,"23,888 learners enrolled",,4.5,903 ratings
1267,Free course,Learn Node.js,,,Intermediate,5,"72,779 learners enrolled",,4.3,"1,035 ratings"
1268,Free course,Learn Game Development with Phaser.js,,,Intermediate,7,"60,860 learners enrolled",,4.4,162 ratings
1269,Free course,Learn HTML: Fundamentals,,,Beginner Friendly,3,"17,419 learners enrolled",,4.6,"1,300 ratings"
1270,Free course,Learn JavaScript: Fundamentals,,,Beginner Friendly,4,"14,522 learners enrolled",,4.7,806 ratings
1271,Course,Learn Bootstrap,,With Certificate,Intermediate,3,"44,309 learners enrolled",,4.6,940 ratings
1272,Free course,How to Make a Website with NameCheap,,,Beginner Friendly,4,"153,809 learners enrolled",,4.5,"1,194 ratings"
1273,Free course,Learn CSS: Introduction ,,,Beginner Friendly,2,"14,165 learners enrolled",,4.6,"1,035 ratings"
1274,Free course,Learn CSS: Flexbox and Grid,,,Beginner Friendly,4,"16,239 learners enrolled",,4.6,457 ratings
1275,Free course,Learn PHP: Form Handling and Validation,,,Beginner Friendly,4,"8,825 learners enrolled",,4.4,194 ratings
1276,Course,Learn Vue.js,,With Certificate,Beginner Friendly,4,"44,968 learners enrolled",,4.3,363 ratings
1277,Free course,Learn AngularJS 1.X,,,Intermediate,6,"28,253 learners enrolled",,4.2,293 ratings
1278,Free course,Learn TypeScript: Fundamentals,,,Beginner Friendly,1,"8,038 learners enrolled",,4.6,437 ratings
1279,Course,Learn Spring,,With Certificate,Intermediate,5,"19,954 learners enrolled",,4.2,206 ratings
1280,Course,Learn Ruby on Rails,,With Certificate,Intermediate,6,"23,563 learners enrolled",,3.8,95 ratings
1281,Free course,Introduction to DevOps,,,Beginner Friendly,2,"19,425 learners enrolled",,4.5,446 ratings
1282,Free course,Learn MongoDB,,,Beginner Friendly,5,"13,143 learners enrolled",,4.6,361 ratings
1283,Course,Learn Express,,With Certificate,Intermediate,5,"22,472 learners enrolled",,4.3,183 ratings
1284,Free course,Learn PHP: Functions,,,Beginner Friendly,3,"5,596 learners enrolled",,4.6,197 ratings
1285,Course,Learn jQuery,,With Certificate,Beginner Friendly,4,"27,568 learners enrolled",,4.6,318 ratings
1286,Free course,Learn CSS: Transitions and Animations,,,Beginner Friendly,1,"7,388 learners enrolled",,4.5,421 ratings
1287,Free course,Learn JavaScript: Asynchronous Programming ,,,Beginner Friendly,3,"23,264 learners enrolled",,4.5,347 ratings
1288,Free course,Learn the Basics of Regular Expressions,,,Beginner Friendly,1,"7,059 learners enrolled",,4.7,514 ratings
1289,Free course,Learn HTML: Forms,,,Beginner Friendly,2,"8,099 learners enrolled",,4.5,360 ratings
1290,Free course,"Learn Go: Loops, Arrays, Maps, and Structs",,,Beginner Friendly,4,"6,876 learners enrolled",,4.6,278 ratings
1291,Free course,Learn PHP: Objects and Classes,,,Beginner Friendly,1,"5,498 learners enrolled",,4.5,217 ratings
1292,Free course,Learn Intermediate PHP,,,Intermediate,4,"6,151 learners enrolled",,4.5,171 ratings
1293,Free course,Learn Redux,,,Intermediate,7,"21,310 learners enrolled",,4.3,206 ratings
1294,Course,Learn CSS: Responsive Design,,With Certificate,Intermediate,2,"8,198 learners enrolled",,4.6,450 ratings
1295,Free course,Learn CSS: Box Model and Layout,,,Beginner Friendly,2,"8,360 learners enrolled",,4.5,366 ratings
1296,Free course,Learn Node.js: Fundamentals,,,Beginner Friendly,3,"3,330 learners enrolled",,4.3,53 ratings
1297,Course,Learn Advanced React,,With Certificate,Advanced,5,"8,346 learners enrolled",,4.5,123 ratings
1298,Free course,Learn HTML: Tables,,,Beginner Friendly,1,"7,130 learners enrolled",,4.5,408 ratings
1299,Course,Learn Sass,,With Certificate,Intermediate,3,"22,712 learners enrolled",,4.1,196 ratings
1300,Free course,Learn TypeScript: Functions,,,Beginner Friendly,1,"2,960 learners enrolled",,4.6,98 ratings
1301,Free course, Intro to Next.js,,,Intermediate,3,,,,
1302,Free course,Learn HTML: Semantic HTML,,,Beginner Friendly,1,"6,380 learners enrolled",,4.6,368 ratings
1303,Free course,Learn PHP: Arrays and Loops,,,Beginner Friendly,3,"4,623 learners enrolled",,4.4,125 ratings
1304,Free course,Learn React: Hooks,,,Beginner Friendly,4,"3,776 learners enrolled",,4.4,157 ratings
1305,Course,How to Deploy a Website,,With Certificate,Beginner Friendly,1,"29,865 learners enrolled",,4.4,215 ratings
1306,Free course,Learn React Testing,,,Intermediate,4,"16,269 learners enrolled",,4.4,195 ratings
1307,Free course,Learn PHP: Conditionals and Logic,,,Beginner Friendly,3,"4,128 learners enrolled",,4.6,110 ratings
1308,Free course,Learn Node-SQLite,,,Intermediate,2,"6,536 learners enrolled",,4.4,76 ratings
1309,Course,Learn Next.js,,With Certificate,Advanced,6,,,,
1310,Free course,Learn JavaScript: Functions and Scope,,,Beginner Friendly,3,"4,098 learners enrolled",,4.7,163 ratings
1311,Free course,Learn Flask: Fundamentals,,,Intermediate,2,"2,668 learners enrolled",,4.3,142 ratings
1312,Free course,Learn React: Lifecycle Methods,,,Beginner Friendly,1,"2,849 learners enrolled",,4.4,134 ratings
1313,Free course,Learn JavaScript: Classes and Modules,,,Beginner Friendly,4,"3,026 learners enrolled",,4.7,82 ratings
1314,Free course,Learn JavaScript: Objects,,,Beginner Friendly,3,"3,822 learners enrolled",,4.7,97 ratings
1315,Free course,Learn JavaScript: Arrays and Loops,,,Beginner Friendly,3,"3,926 learners enrolled",,4.6,119 ratings
1316,Free course,Introduction to Blockchain and Crypto,,,Beginner Friendly,1,"10,596 learners enrolled",,4.3,264 ratings
1317,Free course,Learn JavaScript: Best Practices,,,Beginner Friendly,1,"3,507 learners enrolled",,4.2,155 ratings
1318,Free course,Learn Spring: Fundamentals and Controllers,,,Intermediate,3,"2,703 learners enrolled",,4.4,108 ratings
1319,Free course,Learn CSS: Colors,,,Beginner Friendly,1,"5,129 learners enrolled",,4.6,303 ratings
1320,Course,Learn JavaScript Unit Testing,,With Certificate,Intermediate,3,"12,833 learners enrolled",,4.4,222 ratings
1321,Course,Software Design Principles,,With Certificate,Intermediate,1,"7,106 learners enrolled",,4.1,220 ratings
1322,Free course,Learn CSS: Accessibility,,,Beginner Friendly,1,"2,958 learners enrolled",,4.5,129 ratings
1323,Course,Learn ASP.NET,,With Certificate,Intermediate,13,"17,722 learners enrolled",,4,52 ratings
1324,Free course,Learn TypeScript: Complex Types,,,Beginner Friendly,3,"1,880 learners enrolled",,4.4,60 ratings
1325,Free course,Learn React: Additional Basics,,,Beginner Friendly,1,"1,855 learners enrolled",,4.3,89 ratings
1326,Free course,Create a Professional Website with Velo by Wix,,,Beginner Friendly,17,"19,957 learners enrolled",,,
1327,Free course,Learn Spring: Building an App,,,Intermediate,2,"2,956 learners enrolled",,4.5,88 ratings
1328,Free course,Learn p5.js,,,Intermediate,9,"13,223 learners enrolled",,4.4,106 ratings
1329,Free course,OWASP Top 10: Injection Attacks,,,Intermediate,1,"2,724 learners enrolled",,4.5,52 ratings
1330,Free course,Learn User Research: Generative,,,Beginner Friendly,1,"3,710 learners enrolled",,4.4,136 ratings
1331,Course,Connecting Front-End to Back-End,,With Certificate,Intermediate,1,"9,635 learners enrolled",,4.3,71 ratings
1332,Free course,Learn CSS: Typography and Fonts,,,Beginner Friendly,1,"4,428 learners enrolled",,4.6,205 ratings
1333,Free course,Learn A-Frame (VR),,,Intermediate,2,"19,286 learners enrolled",,4.4,133 ratings
1334,Free course,Learn to Program Alexa,,,Beginner Friendly,2,"23,046 learners enrolled",,,
1335,Course,Learn Flask,,With Certificate,Intermediate,12,"10,489 learners enrolled",,,
1336,Free course,Learn CSS: Variables and Functions,,,Beginner Friendly,2,"3,156 learners enrolled",,4.6,100 ratings
1337,Free course,Learn JavaScript: Requests,,,Beginner Friendly,2,"2,361 learners enrolled",,4.7,58 ratings
1338,Free course,Learn JavaScript: Iterators,,,Beginner Friendly,2,"2,564 learners enrolled",,4.7,82 ratings
1339,Free course,Learn Node.js: Setting Up a Server,,,Beginner Friendly,2,"2,136 learners enrolled",,,
1340,Free course,Learn JavaScript: Error Handling,,,Beginner Friendly,1,"2,132 learners enrolled",,4.6,94 ratings
1341,Course,Learn Intermediate TypeScript,,With Certificate,Intermediate,3,,,,
1342,Free course,Learn Flask: Jinja2 Templates and Forms,,,Intermediate,4,,,,
1343,Course,Learn Color Design,,With Certificate,Intermediate,2,"15,480 learners enrolled",,4.5,157 ratings
1344,Course,Learn Navigation Design,,With Certificate,Intermediate,2,"10,470 learners enrolled",,4.1,77 ratings
1345,Free course,Learn Sass: Fundamentals,,,Intermediate,1,"1,885 learners enrolled",,4.3,89 ratings
1346,Free course,Learn React: State Management,,,Beginner Friendly,1,"1,683 learners enrolled",,4.4,85 ratings
1347,Free course,Learn jQuery: Fundamentals,,,Intermediate,1,"1,151 learners enrolled",,4.4,53 ratings
1348,Free course,Learn CSS: Browser Compatibility,,,Beginner Friendly,1,"2,494 learners enrolled",,4.3,118 ratings
1349,Course,Learn Authentication with Ruby on Rails,,With Certificate,Intermediate,3,"3,574 learners enrolled",,,
1350,Course,Learn D3,,With Certificate,Intermediate,1,"7,810 learners enrolled",,3.9,57 ratings
1351,Course,Learn Testing for Web Development,,With Certificate,Intermediate,4,"9,816 learners enrolled",,,
1352,Course,Learn WebSockets,,With Certificate,Intermediate,2,"5,256 learners enrolled",,,
1353,Free course,Learn Phaser.js: Fundamentals,,,Intermediate,2,,,,
1354,Free course,Learn TypeScript: Union Types,,,Beginner Friendly,1,"1,092 learners enrolled",,,
1355,Free course,Learn TypeScript: Object Types,,,Beginner Friendly,1,"1,159 learners enrolled",,4.7,57 ratings
1356,Course,API Development with Swagger and OpenAPI,,With Certificate,Intermediate,1,"4,668 learners enrolled",,4.3,126 ratings
1357,Free course,Learn Flask: Databases,,,Intermediate,3,,,,
1358,Free course,Learn About CSRF Attacks,,,Beginner Friendly,1,"1,179 learners enrolled",,4.3,107 ratings
1359,Free course,Learn Sass: Mixins and Parent Selector,,,Intermediate,1,,,,
1360,Course,Learn Intermediate TypeScript: Class Types,,With Certificate,Intermediate,1,,,,
1361,Free course,Learn TypeScript: Type Narrowing,,,Beginner Friendly,1,,,,
1362,Free course,Learn Design Thinking: Ideation,,,Beginner Friendly,1,"3,299 learners enrolled",,4.5,97 ratings
1363,Free course,Learn jQuery: Effects and Event Handling,,,Intermediate,1,,,,
1364,Free course,Learn Sass: Best Practices,,,Intermediate,1,"1,350 learners enrolled",,,
1365,Free course,Learn Redux: Fundamentals,,,Beginner Friendly,5,"1,153 learners enrolled",,,
1366,Free course,Learn Sass: Functions and Operations,,,Intermediate,1,,,,
